return_code,line_item_code,line_item_desc,parent_line_item_code,hierarchy_level,is_subtotal,expected_sign,note
M4,0556,Prepaid and deferred charges,1045,2,false,,
M4,0559,Deferred tax assets,0563,2,false,,
M4,0560,Deferred tax assets,1045,2,false,,
M4,0571,To individuals and others for business purposes,0563,2,false,,
M4,0572,To individuals and others for business purposes,1045,2,false,,
M4,0599,Accrued interest,0657,2,false,,
M4,0608,,1045,2,false,,
M4,0615,Tax Sheltered,0657,2,false,,
M4,0616,Tax Sheltered,2230,2,false,,
M4,0617,Other,0657,2,false,,
M4,0618,Other,2230,2,false,,
M4,0619,Call and other short loans payable,0657,2,false,,
M4,0620,Call and other short loans payable,2230,2,false,,
M4,0623,Other,0657,2,false,,
M4,0624,Other,2230,2,false,,
M4,0625,Mortgages and loans payable,0657,2,false,,
M4,0626,Mortgages and loans payable,2230,2,false,,
M4,0627,Current,0657,2,false,,
M4,0628,Current,2230,2,false,,
M4,0629,Deferred,0657,2,false,,
M4,0630,Deferred,2230,2,false,,
M4,0631,Obligations related to borrowed securities,0657,2,false,,
M4,0632,Obligations related to borrowed securities,2230,2,false,,
M4,0633,Obligations related to assets sold under repurchase agreements,0657,2,false,,
M4,0634,Obligations related to assets sold under repurchase agreements,2230,2,false,,
M4,0635,Deferred income,0657,2,false,,
M4,0636,Deferred income,2230,2,false,,
M4,0653,Preferred shares,0657,2,false,,
M4,0654,Common shares,0657,2,false,,
M4,0655,Contributed surplus,0657,2,false,,
M4,0665,Reverse repurchase agreements,0563,2,false,,
M4,0666,Reverse repurchase agreements,1045,2,false,,
M4,0670,,0639,2,false,,
M4,0671,,0640,2,false,,
M4,0672,,0639,2,false,,
M4,0673,,0640,2,false,,
M4,0674,,0639,2,false,,
M4,0675,,0640,2,false,,
M4,0676,,0639,2,false,,
M4,0677,,0640,2,false,,
M4,0736,Federal and Provincial,0657,2,false,,
M4,0737,Municipal or school corporations,0657,2,false,,
M4,0738,Deposit-taking institutions,0657,2,false,,
M4,0739,Tax Sheltered,0657,2,false,,
M4,0740,Other,0657,2,false,,
M4,0741,Other,0657,2,false,,
M4,0743,Federal and Provincial,0657,2,false,,
M4,0744,Municipal or school corporations,0657,2,false,,
M4,0745,Insurance-related liabilities,0657,2,false,,
M4,0863,"Gold, Bank notes, deposits with Bank of Canada, cheques and other items in transit",1045,2,false,,
M4,0865,Treasury Bills and other short term paper,1045,2,false,,
M4,0866,Other securities,1045,2,false,,
M4,0869,Insurance-related assets,1045,2,false,,
M4,0873,Federal and Provincial,2230,2,false,,
M4,0874,Municipal or school corporations,2230,2,false,,
M4,0875,Deposit-taking institutions,2230,2,false,,
M4,0876,Tax Sheltered,2230,2,false,,
M4,0877,Other,2230,2,false,,
M4,0878,Other,2230,2,false,,
M4,0880,Federal and Provincial,2230,2,false,,
M4,0881,Municipal or school corporations,2230,2,false,,
M4,0883,Insurance-related liabilities,2230,2,false,,
M4,0911,,0910,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0912,,0910,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0913,,0910,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0915,,0914,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0916,,0914,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0917,,0914,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0927,,0926,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0928,,0926,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0929,,0926,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0931,,0930,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0932,,0930,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0933,,0930,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0972,,0965,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0990,,0965,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0991,,0965,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1032,"Call and other short loans to investment dealers and brokers, secured",0563,2,false,,
M4,1059,Advances from the Bank of Canada,2230,2,false,,
M4,1062,Subordinated debt,0657,2,false,,
M4,1065,Subordinated debt,2230,2,false,,
M4,1083,Interests in associates and joint ventures,0563,2,false,,
M4,1084,Interests in associates and joint ventures,1045,2,false,,
M4,1091,,0910,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1092,,0914,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1093,,0926,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1094,,0930,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1095,,0965,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1201,Non-controlling interests,0657,2,false,,
M4,1202,Non-controlling interests,2230,2,false,,
M4,1896,Derivatives related amounts,0563,2,false,,
M4,1897,Derivatives related amounts,1045,2,false,,
M4,1898,Other,0563,2,false,,
M4,1899,Other,1045,2,false,,
M4,1999,,0657,2,false,,
M4,2000,,2230,2,false,,
M4,2024,Other,0657,2,false,,
M4,2026,Other,2230,2,false,,
M4,2056,To regulated financial institutions,0563,2,false,,
M4,2057,To regulated financial institutions,1045,2,false,,
M4,2066,Lease receivables,0563,2,false,,
M4,2067,Lease receivables,1045,2,false,,
M4,2116,Non-residential,0563,2,false,,
M4,2117,Non-residential,1045,2,false,,
M4,2201,Deposit-taking institutions,0657,2,false,,
M4,2202,Deposit-taking institutions,2230,2,false,,
M4,2225,Retained earnings,2230,2,false,,
M4,2250,Accrued interest,1045,2,false,,
M4,2255,Accrued interest,2230,2,false,,
M4,2266,Cheques and other items in transit,0657,2,false,,
M4,2267,Cheques and other items in transit,2230,2,false,,
M4,2310,"Call and other short loans to investment dealers and brokers, secured",1045,2,false,,
M4,2326,"Customers liability under acceptances, less allowance for expected credit losses",0563,2,false,,
M4,2327,"Customers liability under acceptances, less allowance for expected credit losses",1045,2,false,,
M4,2338,Other,0657,2,false,,
M4,2339,Other,2230,2,false,,
M4,2342,Advances from the Bank of Canada,0657,2,false,,
M4,2344,Acceptances,0657,2,false,,
M4,2345,Acceptances,2230,2,false,,
M4,2355,Preferred shares,2230,2,false,,
M4,2357,Common shares,2230,2,false,,
M4,2358,Due from Head Office and related Canadian regulated Financial Institutions,0563,2,false,,
M4,2359,Due from Head Office and related Canadian regulated Financial Institutions,1045,2,true,,
M4,2366,Due to Head Office and related Canadian regulated Financial Institutions,0657,2,false,,
M4,2367,Due to Head Office and related Canadian regulated Financial Institutions,2230,2,true,,
M4,2604,Accumulated Other Comprehensive Income (Loss),2230,2,false,,
M4,2605,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2666'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2606,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2667'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2607,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2668'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2608,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2669'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2609,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2670'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2610,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2671'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2611,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2672'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2612,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0910', '2673'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2613,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0930', '2674'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2614,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0930', '2675'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2615,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0930', '2676'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2616,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0930', '2677'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2617,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2666'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2618,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2667'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2619,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2668'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2620,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2669'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2621,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2670'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2622,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2671'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2623,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2672'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2624,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0914', '2673'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2625,Debt,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2666'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2626,Shares,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2667'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2627,Debt,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2668'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2628,Shares,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2669'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2629,"Non-Mortgage Loans, less allowance for expected credit losses",,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2670'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2630,"Mortgages, less allowance for expected credit losses",,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2671'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2631,"Customers' liability under acceptances, less allowance for expected credit losses",,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2672'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2632,Other assets,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0918', '2673'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2633,Fixed-term deposits,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0938', '2674'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2634,Acceptances,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0938', '2675'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2635,Subordinated debt,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0938', '2676'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2636,Other liabilities,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0938', '2677'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2638,Other assets,2673,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2639,Other liabilities,2677,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2641,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2666'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2642,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2667'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2643,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2668'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2644,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2669'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2645,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2670'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2646,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2671'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2647,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2672'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2648,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0926', '2673'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2649,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0965', '2674'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2650,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0965', '2675'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2651,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0965', '2676'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2652,,,2,false,,"MULTIPLE PARENTS (matrix/cross-tab cell, not a simple tree): ['0965', '2677'] -- needs manual review to decide which axis, or model separately; code from reference material not observed in loaded filings (may be retired/different vintage)"
M4,2654,,2666,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2655,,2667,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2656,,2668,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2657,,2669,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2658,,2670,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2659,,2671,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2660,,2672,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2661,,2673,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2662,,2674,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2663,,2675,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2664,,2676,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2665,,2677,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2678,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2679,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2680,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2681,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2682,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2683,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2684,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2685,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2686,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2687,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2688,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2689,,2653,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7688,,7686,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7689,,7687,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7690,,7686,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7691,,7687,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7694,,7692,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7695,,7693,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7696,,7692,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7697,,7693,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7771,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7772,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7773,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7774,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7775,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7776,,7770,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7778,,7777,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7779,,7777,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7781,,7780,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7782,,7780,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7783,,7780,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7784,,7780,2,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,7802,,7800,2,false,,
M4,7803,,7801,2,false,,
M4,7806,,7800,2,false,,
M4,7807,,7801,2,false,,
M4,7810,,7800,2,false,,
M4,7811,,7801,2,false,,
M4,7814,,7800,2,false,,
M4,7815,,7801,2,false,,
M4,7820,,7818,2,false,,
M4,7821,,7819,2,false,,
M4,7824,,7818,2,false,,
M4,7825,,7819,2,false,,
M4,7828,,7818,2,false,,
M4,7829,,7819,2,false,,
M4,7832,,7818,2,false,,
M4,7833,,7819,2,false,,
M4,8658,Goodwill,0563,2,false,,
M4,8659,Goodwill,1045,2,false,,
M4,8660,With definite lives,0563,2,false,,
M4,8661,With definite lives,1045,2,false,,
M4,8662,With indefinite lives,0563,2,false,,
M4,8663,With indefinite lives,1045,2,false,,
M4,0728,Credit card (interest and non-interest bearing),0533,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0735,Credit card (interest and non-interest bearing),0534,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1085,Personal loan plans,0533,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1086,Personal loan plans,0534,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1087,,0533,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1088,,0534,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1089,Other personal,0533,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,1090,Other personal,0534,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2360,Head Office,2359,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2361,Related Canadian regulated Deposit-Taking Institutions,2359,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2362,Related Canadian regulated Financial Institutions,2359,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2368,Head Office,2367,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2369,Related Canadian regulated Deposit-Taking Institutions,2367,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,2371,Related Canadian regulated Financial Institutions,2367,3,false,,code from reference material not observed in loaded filings (may be retired/different vintage)
M4,0491,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0492,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0493,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0494,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0495,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0496,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0497,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0498,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0499,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0500,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0501,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0538,Of which: NHA MBS pooled and unsold,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0543,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0544,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0545,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0546,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0547,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0548,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0549,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0550,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0554,Of which: NHA MBS pooled and unsold,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0557,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0558,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0561,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0562,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0585,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0586,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0587,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0588,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0589,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0590,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0597,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0598,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0602,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0603,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0604,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0605,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0606,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0609,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0610,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0611,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0612,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0613,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0614,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0621,Of which are advances from the Standing Liquidity Facility (SLF),,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0622,Of which are advances from the Standing Liquidity Facility (SLF),,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0637,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0638,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
M4,0645,,,,,,NEEDS REVIEW: appears in real filings but not covered by any pure-addition validation rule found -- parent/is_subtotal unknown
